,x,y,cluster_pca,Car,Year
38,-1.189092039906968,-3.1101555316509026,3,Mercedes-Benz 190-Class,1992
39,-1.193188790900097,-2.9975185794947214,3,Mercedes-Benz 190-Class,1993
40,-0.43698108979330547,-2.929112253619585,3,Mercedes-Benz 190-Class,1993
41,-1.161678996076833,0.8676337122684498,2,BMW 2 Series,2016
42,-1.075989581768616,0.853913364746027,2,BMW 2 Series,2016
43,0.17859242611834011,0.9488882519096618,0,BMW 2 Series,2016
44,-1.1512551185612965,0.8775154856452456,2,BMW 2 Series,2016
45,-1.0042880527938238,0.8222717406741172,2,BMW 2 Series,2016
46,0.1546175078326063,0.9261601731430312,0,BMW 2 Series,2016
47,-1.044941175104416,0.7837328245046132,2,BMW 2 Series,2016
48,0.22050155486130368,0.8936644562046963,0,BMW 2 Series,2016
49,0.2444764731470375,0.9163925349713269,0,BMW 2 Series,2016
50,0.16245885780632055,1.1333578451879693,0,BMW 2 Series,2017
